0.8864823513560824	实施路径：三步走
0.9200003041940576	先跑示范，再扩场景，最终成体系。
0.8494685062995324	第一阶段：违建房监管示范
0.8854193687438965	第二阶段：五类场景全面铺开
0.891827176917683	第三阶段：体系化运营
0.6798657881362098	第一马段超段叔违开由双谢首
0.6886622026562691	第二开场俊捡液硝，
0.638532267510891	第二蔓辉烹。最脚扩
0.5417958423495293	噻范。
0.7991032600402832	半年覆盖
0.7937190413475037	个月见效
0.7290468454360962	一年成型
0.5880709749956926	第丕建白既连建斑屑庇，
0.7065183768669764	第工监串贝显效重需，涵
0.5947206437587738	第丕廷自夷由段直奕窥熄立。耿
0.5840622776498398	阳申月入桐创疗逾运鐵中
0.5950638304154078	德尬宰年鲍覆饶。
0.7480286210775375	运首。
